participant,trial,expectation,feedback,reference,profile,reset,mean_population,item_number,factor_number
29,36,3,6,7,1,1,5.280612244897959,70,2.5
29,37,3,3,4,1,1,4.245,66,1
29,38,6,8,4,1,1,5.529262086513995,10,3
29,39,7,8,7,1,0,5.639896373056994,42,3
29,40,7,6,7,1,1,6.043701799485861,48,4
29,41,7,7,4,1,1,6.083756345177665,79,4
29,42,7,6,5,1,1,5.539240506329114,20,3
29,43,7,7,NA,1,0,4.992307692307692,68,2
29,44,3,6,5,1,0,5.147286821705427,57,2
29,45,6,8,8,1,1,6.987146529562982,38,4
29,46,3,6,6,1,1,6.01025641025641,43,3.5
29,47,6,7,8,1,1,6.369509043927649,22,4
29,48,8,7,6,1,1,7.17005076142132,35,4
29,49,8,8,8,1,1,6.5240506329113925,44,4
29,50,8,8,8,1,1,7.037878787878788,54,5
29,51,6,8,5,1,1,5.948586118251928,13,3
29,52,3,5,7,1,0,5.6640625,47,3
29,53,6,3,6,1,0,6.451776649746193,5,4
29,54,7,8,8,1,0,7.175257731958763,53,5
29,55,8,7,7,1,1,6.111392405063291,49,4
29,56,6,8,7,1,1,6.1914357682619645,19,4
29,57,6,6,7,1,1,5.414322250639386,18,3
29,58,3,2,7,1,1,4.860759493670886,45,2
29,59,6,7,8,2,1,6.916243654822335,24,4
29,60,8,8,8,2,1,6.0648379052369075,71,4
29,61,6,8,6,2,1,7.17005076142132,35,4
29,62,6,8,8,2,0,5.720698254364089,46,3
29,63,7,8,8,2,0,7.175257731958763,53,5
29,64,2,7,7,2,0,5.6640625,47,3
29,65,8,7,7,2,0,7.017721518987342,14,4
29,66,8,6,7,2,1,6.1914357682619645,19,4
29,67,3,8,8,2,1,6.596899224806202,73,4
29,68,4,5,5,2,0,5.948586118251928,13,3
29,69,4,3,4,2,1,5.529262086513995,10,3
29,70,3,3,5,2,0,5.147286821705427,57,2
29,71,7,8,5,2,1,6.370646766169155,56,4
29,72,7,1,7,2,1,5.414322250639386,18,3
29,73,6,8,7,2,1,4.860759493670886,45,2
29,74,8,5,7,2,0,5.285347043701799,23,3
29,75,7,8,8,2,1,6.9104859335038364,8,4
29,76,4,6,8,2,1,6.839793281653747,27,4
29,77,7,8,5,2,1,6.401496259351621,41,4
29,78,8,8,7,2,1,6.111392405063291,49,4
29,79,7,8,7,2,1,7.159898477157361,40,4
29,80,8,8,8,2,0,6.0997506234413965,51,4
29,81,5,1,7,2,1,5.129675810473816,26,3
29,82,4,3,4,2,1,5.63681592039801,76,3
29,83,8,6,8,2,0,6.987146529562982,38,4
29,84,3,7,6,2,1,6.01025641025641,43,3.5
29,85,5,6,7,2,1,5.639896373056994,42,3
29,86,5,8,8,2,1,5.351706036745407,63,3
29,87,5,4,7,2,1,5.280612244897959,70,2.5
29,88,5,6,3,2,0,5.297709923664122,65,3
29,89,5,8,8,2,1,6.5240506329113925,44,4
29,90,6,6,7,2,1,5.976744186046512,7,3
29,91,6,4,7,2,1,5.666666666666667,29,3
29,92,5,7,3,2,0,5.077720207253886,72,2
29,93,5,3,4,2,1,4.245,66,1
29,94,4,6,8,2,1,7.037878787878788,54,5
29,95,7,6,7,2,0,6.017456359102244,31,3
29,96,6,4,6,2,1,6.329177057356609,36,4
29,97,6,8,7,2,1,6.83080808080808,15,4
29,98,6,8,6,2,1,5.723076923076923,58,3
29,99,3,3,5,2,1,5.539240506329114,20,3
29,100,4,3,5,2,1,5.235443037974684,30,3
29,101,5,3,6,2,1,5.3915211970074814,6,3
29,102,6,7,6,2,1,5.959493670886076,4,3
29,103,7,8,8,2,1,7.012626262626263,64,4
29,104,7,4,7,2,0,5.55440414507772,12,3
29,105,8,8,7,2,1,6.043701799485861,48,4
29,106,6,8,4,2,1,6.083756345177665,79,4
29,107,6,4,8,2,1,6.369509043927649,22,4
29,108,7,7,8,2,1,6.183937823834197,77,4
29,109,5,7,NA,2,1,5.750636132315521,55,3
29,110,6,7,6,2,0,6.892768079800499,1,4
29,111,5,7,NA,2,1,4.992307692307692,68,2
29,112,5,5,1,2,1,5.238341968911917,2,2
29,113,8,6,8,2,1,5.394805194805195,67,3
29,114,8,6,8,2,1,6.554430379746836,50,4
29,115,6,7,8,2,1,6.776623376623377,32,4
29,116,6,8,6,2,1,6.451776649746193,5,4
29,117,6,7,7,2,1,6.5575,16,4
29,118,6,8,8,2,0,5.493573264781491,3,3
29,119,2,1,1,3,0,5.238341968911917,2,2
29,120,2,8,8,3,1,6.839793281653747,27,4
29,121,5,7,NA,3,0,4.992307692307692,68,2
29,122,3,5,7,3,0,5.639896373056994,42,3
29,123,4,7,5,3,1,6.401496259351621,41,4
29,124,6,6,5,3,1,6.370646766169155,56,4
29,125,4,7,6,3,1,6.329177057356609,36,4
29,126,5,7,NA,3,1,5.750636132315521,55,3
29,127,6,4,7,3,1,6.1914357682619645,19,4
29,128,7,2,3,3,1,5.077720207253886,72,2
29,129,6,6,7,3,1,6.5575,16,4
29,130,2,8,7,3,1,5.414322250639386,18,3
29,131,7,6,8,3,1,6.596899224806202,73,4
29,132,5,6,7,3,1,5.976744186046512,7,3
29,133,6,4,6,3,0,5.959493670886076,4,3
29,134,5,5,5,3,1,5.948586118251928,13,3
29,135,6,7,8,3,1,7.037878787878788,54,5
29,136,7,6,7,3,1,6.111392405063291,49,4
29,137,5,7,8,3,1,6.776623376623377,32,4
29,138,7,8,8,3,0,6.369509043927649,22,4
29,139,6,5,8,3,0,5.394805194805195,67,3
29,140,6,6,8,3,0,6.5240506329113925,44,4
29,141,6,7,7,3,1,7.017721518987342,14,4
29,142,6,2,3,3,1,5.297709923664122,65,3
29,143,2,5,7,3,0,5.129675810473816,26,3
29,144,7,6,7,3,1,6.83080808080808,15,4
29,145,6,2,5,3,1,5.539240506329114,20,3
29,146,5,4,8,3,1,5.351706036745407,63,3
29,147,3,3,4,3,1,5.529262086513995,10,3
29,148,6,7,6,3,1,6.892768079800499,1,4
29,149,5,6,8,3,0,5.493573264781491,3,3
29,150,7,7,6,3,1,6.01025641025641,43,3.5
29,151,7,7,8,3,0,6.9104859335038364,8,4
29,152,8,5,4,3,1,6.083756345177665,79,4
29,153,7,5,7,3,1,5.55440414507772,12,3
29,154,6,7,8,3,0,7.012626262626263,64,4
29,155,6,6,8,3,0,5.720698254364089,46,3
29,156,4,7,7,3,1,4.860759493670886,45,2
29,157,6,8,8,3,1,6.554430379746836,50,4
29,158,7,7,8,3,1,6.987146529562982,38,4
29,159,8,4,7,3,1,5.6640625,47,3
29,160,5,6,7,3,1,5.285347043701799,23,3
29,161,4,5,6,3,1,5.3915211970074814,6,3
29,162,5,7,8,3,1,6.916243654822335,24,4
29,163,8,6,8,3,1,6.183937823834197,77,4
29,164,4,7,8,3,1,6.0648379052369075,71,4
29,165,7,7,7,3,1,5.280612244897959,70,2.5
29,166,5,7,6,3,1,7.17005076142132,35,4
29,167,6,6,4,3,1,5.63681592039801,76,3
29,168,6,7,6,3,1,6.451776649746193,5,4
29,169,5,6,4,3,0,4.245,66,1
29,170,6,7,8,3,0,6.0997506234413965,51,4
29,171,4,5,5,3,1,5.235443037974684,30,3
29,172,6,6,7,3,1,5.666666666666667,29,3
29,173,6,7,7,3,1,6.043701799485861,48,4
29,174,7,5,7,3,1,6.017456359102244,31,3
29,175,4,6,6,3,1,5.723076923076923,58,3
29,176,6,7,7,3,1,7.159898477157361,40,4
29,177,5,5,5,3,1,5.147286821705427,57,2
29,178,8,8,8,3,1,7.175257731958763,53,5
29,179,5,4,5,4,0,5.948586118251928,13,3
29,180,4,6,1,4,1,5.238341968911917,2,2
29,181,3,5,7,4,0,4.860759493670886,45,2
29,182,8,5,6,4,0,6.892768079800499,1,4
29,183,5,3,7,4,1,5.129675810473816,26,3
29,184,4,5,6,4,1,6.329177057356609,36,4
29,185,8,7,5,4,1,6.401496259351621,41,4
29,186,6,5,7,4,1,6.5575,16,4
29,187,6,5,6,4,1,6.01025641025641,43,3.5
29,188,6,5,8,4,1,6.839793281653747,27,4
29,189,6,3,5,4,0,5.539240506329114,20,3
29,190,4,3,NA,4,0,4.992307692307692,68,2
29,191,5,4,8,4,1,5.493573264781491,3,3
29,192,6,3,7,4,1,5.55440414507772,12,3
29,193,2,3,3,4,1,5.077720207253886,72,2
29,194,5,4,7,4,1,6.1914357682619645,19,4
29,195,6,5,8,4,1,6.554430379746836,50,4
29,196,5,5,8,4,1,6.369509043927649,22,4
29,197,3,3,7,4,1,5.639896373056994,42,3
29,198,6,4,7,4,1,5.976744186046512,7,3
29,199,3,4,6,4,1,5.3915211970074814,6,3
29,200,6,7,6,4,1,5.723076923076923,58,3
29,201,6,4,7,4,1,6.111392405063291,49,4
29,202,6,7,8,4,1,6.987146529562982,38,4
29,203,6,5,7,4,1,7.017721518987342,14,4
29,204,5,6,8,4,1,5.394805194805195,67,3
29,205,6,6,8,4,0,6.5240506329113925,44,4
29,206,4,2,7,4,1,5.6640625,47,3
29,207,4,5,8,4,1,7.037878787878788,54,5
29,208,4,2,7,4,0,5.280612244897959,70,2.5
29,209,4,4,5,4,1,5.235443037974684,30,3
29,210,5,5,7,4,0,5.414322250639386,18,3
29,211,6,6,7,4,1,7.159898477157361,40,4
29,212,4,7,8,4,1,5.351706036745407,63,3
29,213,6,6,6,4,1,7.17005076142132,35,4
29,214,3,2,4,4,1,5.529262086513995,10,3
29,215,3,5,8,4,1,7.012626262626263,64,4
29,216,4,4,8,4,0,6.596899224806202,73,4
29,217,3,5,8,4,0,5.720698254364089,46,3
29,218,3,4,7,4,1,6.043701799485861,48,4
29,219,5,5,7,4,1,6.017456359102244,31,3
29,220,5,3,7,4,1,5.666666666666667,29,3
29,221,5,7,8,4,1,6.0648379052369075,71,4
29,222,4,3,8,4,1,6.183937823834197,77,4
29,223,7,6,4,4,1,4.245,66,1
29,224,4,3,3,4,1,5.297709923664122,65,3
29,225,6,4,8,4,1,6.776623376623377,32,4
29,226,4,6,8,4,1,6.9104859335038364,8,4
29,227,5,6,6,4,1,5.959493670886076,4,3
29,228,4,6,8,4,1,7.175257731958763,53,5
29,229,5,5,7,4,0,6.83080808080808,15,4
29,230,5,6,NA,4,1,5.750636132315521,55,3
29,231,3,7,5,4,1,5.147286821705427,57,2
29,232,6,7,8,4,1,6.0997506234413965,51,4
29,233,4,5,8,4,0,6.916243654822335,24,4
29,234,6,3,4,4,1,6.083756345177665,79,4
29,235,5,5,5,4,1,6.370646766169155,56,4
29,236,2,4,4,4,1,5.63681592039801,76,3
29,237,5,4,6,4,1,6.451776649746193,5,4
29,238,5,4,7,4,1,5.285347043701799,23,3
30,1,2,8,8,1,1,7.159898477157361,40,4
30,2,6,6,8,1,0,7.017721518987342,14,4
30,3,7,8,5,1,0,6.554430379746836,50,4
30,4,1,4,7,1,1,5.723076923076923,58,3
30,5,1,5,7,1,1,5.6640625,47,3
30,6,3,6,8,1,1,6.043701799485861,48,4
30,7,8,8,8,1,1,6.1914357682619645,19,4
30,8,6,6,5,1,1,5.959493670886076,4,3
30,9,7,3,1,1,1,4.245,66,1
30,10,8,6,7,1,0,6.83080808080808,15,4
30,11,6,6,8,1,1,5.976744186046512,7,3
30,12,1,2,8,1,0,4.860759493670886,45,2
30,13,5,7,8,1,1,6.839793281653747,27,4
30,14,2,8,7,1,1,6.892768079800499,1,4
30,15,8,8,7,1,1,6.5240506329113925,44,4
30,16,7,8,7,1,0,6.987146529562982,38,4
30,17,2,5,NA,1,1,6.596899224806202,73,4
30,18,6,7,8,1,1,6.329177057356609,36,4
30,19,7,3,8,1,1,6.401496259351621,41,4
30,20,7,6,7,1,1,5.539240506329114,20,3
30,21,7,5,6,1,1,5.351706036745407,63,3
30,22,2,8,5,1,1,5.529262086513995,10,3
30,23,7,2,5,1,1,5.63681592039801,76,3
30,24,4,6,8,1,1,5.280612244897959,70,2.5
30,25,8,7,7,1,1,6.369509043927649,22,4
30,26,6,2,8,1,1,5.3915211970074814,6,3
30,27,4,8,8,1,1,6.916243654822335,24,4
30,28,8,8,7,1,0,6.9104859335038364,8,4
30,29,3,8,8,1,0,5.948586118251928,13,3
30,30,4,7,6,1,1,4.992307692307692,68,2
30,31,5,8,8,1,1,6.776623376623377,32,4
30,32,4,6,8,1,1,6.5575,16,4
30,33,2,6,8,1,1,5.414322250639386,18,3
30,34,3,8,8,1,1,5.750636132315521,55,3
30,35,8,8,7,1,1,5.235443037974684,30,3
30,36,8,7,8,1,1,7.17005076142132,35,4
30,37,8,3,4,1,0,5.720698254364089,46,3
30,38,5,7,6,1,1,5.129675810473816,26,3
30,39,2,3,6,1,1,6.451776649746193,5,4
30,40,1,2,7,1,1,5.285347043701799,23,3
30,41,8,7,8,1,1,7.012626262626263,64,4
30,42,8,8,8,1,0,7.175257731958763,53,5
30,43,8,6,4,1,1,5.147286821705427,57,2
30,44,8,7,7,1,0,6.111392405063291,49,4
30,45,4,2,8,1,1,6.0648379052369075,71,4
30,46,3,8,7,1,1,6.017456359102244,31,3
30,47,8,8,7,1,1,6.183937823834197,77,4
30,48,8,6,7,1,1,6.01025641025641,43,3.5
30,49,8,8,4,1,1,5.394805194805195,67,3
30,50,6,8,7,1,1,6.370646766169155,56,4
30,51,8,8,4,1,1,5.55440414507772,12,3
30,52,8,2,7,1,0,6.0997506234413965,51,4
30,53,8,8,7,1,1,5.297709923664122,65,3
30,54,8,8,8,1,0,7.037878787878788,54,5
30,55,8,6,4,1,1,5.077720207253886,72,2
30,56,8,7,8,1,1,6.083756345177665,79,4
30,57,3,5,8,1,0,5.238341968911917,2,2
30,58,8,8,7,1,1,5.639896373056994,42,3
30,59,8,6,8,2,1,7.037878787878788,54,5
30,60,3,4,8,2,1,5.666666666666667,29,3
30,61,3,7,8,2,1,6.776623376623377,32,4
30,62,6,8,7,2,1,6.370646766169155,56,4
30,63,5,5,8,2,1,5.238341968911917,2,2
30,64,1,4,4,2,1,5.55440414507772,12,3
30,65,8,7,6,2,1,4.992307692307692,68,2
30,66,6,8,6,2,1,5.351706036745407,63,3
30,67,1,3,7,2,1,5.235443037974684,30,3
30,68,2,8,8,2,0,6.043701799485861,48,4
30,69,3,3,7,2,1,5.539240506329114,20,3
30,70,2,7,7,2,1,5.6640625,47,3
30,71,3,7,7,2,1,6.892768079800499,1,4
30,72,5,7,8,2,1,7.017721518987342,14,4
30,73,7,7,7,2,0,6.01025641025641,43,3.5
30,74,7,6,8,2,1,5.976744186046512,7,3
30,75,6,3,1,2,1,4.245,66,1
30,76,8,8,7,2,1,6.5240506329113925,44,4
30,77,5,7,8,2,1,6.5575,16,4
30,78,5,8,7,2,1,6.9104859335038364,8,4
30,79,5,4,7,2,1,6.369509043927649,22,4
30,80,6,3,5,2,0,5.63681592039801,76,3
30,81,8,8,7,2,1,5.723076923076923,58,3
30,82,4,6,4,2,1,5.394805194805195,67,3
30,83,4,7,4,2,1,5.077720207253886,72,2
30,84,8,8,8,2,1,4.860759493670886,45,2
30,85,1,7,5,2,0,5.959493670886076,4,3
30,86,8,7,7,2,1,6.183937823834197,77,4
30,87,8,8,8,2,1,6.0648379052369075,71,4
30,88,6,6,7,2,1,5.297709923664122,65,3
30,89,6,8,4,2,1,5.720698254364089,46,3
30,90,6,8,8,2,0,7.012626262626263,64,4
30,91,8,8,7,2,1,6.111392405063291,49,4
30,92,1,3,8,2,1,5.3915211970074814,6,3
30,93,8,5,7,2,1,5.285347043701799,23,3
30,94,5,6,5,2,1,6.554430379746836,50,4
30,95,7,8,8,2,0,7.17005076142132,35,4
30,96,4,7,8,2,1,5.750636132315521,55,3
30,97,3,6,8,2,1,6.1914357682619645,19,4
30,98,8,8,8,2,1,6.401496259351621,41,4
30,99,8,3,5,2,1,5.529262086513995,10,3
30,100,8,1,6,2,1,5.129675810473816,26,3
30,101,5,1,8,2,1,5.414322250639386,18,3
30,102,8,6,7,2,0,6.987146529562982,38,4
30,103,8,8,8,2,1,6.083756345177665,79,4
30,104,8,6,7,2,1,5.639896373056994,42,3
30,105,7,3,4,2,0,5.147286821705427,57,2
30,106,7,8,7,2,1,6.0997506234413965,51,4
30,107,5,8,7,2,0,6.83080808080808,15,4
30,108,8,8,8,2,1,5.493573264781491,3,3
30,109,8,6,8,2,1,6.839793281653747,27,4
30,110,8,8,8,2,1,7.175257731958763,53,5
30,111,5,5,8,2,0,5.948586118251928,13,3
30,112,2,4,8,2,1,6.329177057356609,36,4
30,113,5,8,NA,2,1,6.596899224806202,73,4
30,114,1,8,8,2,0,7.159898477157361,40,4
30,115,5,8,6,2,0,6.451776649746193,5,4
30,116,8,7,8,2,0,6.916243654822335,24,4
30,117,4,4,8,2,1,5.280612244897959,70,2.5
30,118,8,6,7,2,0,6.017456359102244,31,3
30,119,2,6,8,3,1,6.5575,16,4
30,120,8,5,4,3,1,5.55440414507772,12,3
30,121,7,6,7,3,1,6.111392405063291,49,4
30,122,1,7,8,3,1,4.860759493670886,45,2
30,123,3,7,6,3,1,6.451776649746193,5,4
30,124,8,7,7,3,1,6.987146529562982,38,4
30,125,7,6,7,3,1,5.285347043701799,23,3
30,126,7,7,8,3,1,6.776623376623377,32,4
30,127,8,7,8,3,1,5.750636132315521,55,3
30,128,8,7,7,3,1,6.9104859335038364,8,4
30,129,8,7,8,3,0,7.159898477157361,40,4
30,130,7,6,7,3,1,5.723076923076923,58,3
30,131,8,6,7,3,1,6.83080808080808,15,4
30,132,8,5,4,3,1,5.147286821705427,57,2
30,133,6,5,7,3,1,5.235443037974684,30,3
30,134,7,4,5,3,1,5.959493670886076,4,3
30,135,8,6,5,3,1,5.63681592039801,76,3
30,136,5,7,8,3,0,6.329177057356609,36,4
30,137,7,2,7,3,1,5.297709923664122,65,3
30,138,7,8,8,3,1,5.414322250639386,18,3
30,139,8,7,8,3,1,6.401496259351621,41,4
30,140,2,5,8,3,1,5.3915211970074814,6,3
30,141,8,6,4,3,1,5.720698254364089,46,3
30,142,7,6,NA,3,0,6.596899224806202,73,4
30,143,1,8,8,3,1,6.839793281653747,27,4
30,144,6,6,7,3,0,6.183937823834197,77,4
30,145,8,8,8,3,1,7.175257731958763,53,5
30,146,7,7,8,3,1,6.0648379052369075,71,4
30,147,7,7,8,3,1,7.012626262626263,64,4
30,148,5,5,7,3,1,6.017456359102244,31,3
30,149,7,7,8,3,1,7.017721518987342,14,4
30,150,5,2,7,3,1,5.539240506329114,20,3
30,151,7,7,7,3,1,6.01025641025641,43,3.5
30,152,1,6,8,3,1,5.666666666666667,29,3
30,153,8,4,7,3,1,5.6640625,47,3
30,154,4,3,5,3,1,5.529262086513995,10,3
30,155,8,7,8,3,1,6.043701799485861,48,4
30,156,7,6,1,3,1,4.245,66,1
30,157,7,6,7,3,1,6.370646766169155,56,4
30,158,7,7,7,3,1,6.892768079800499,1,4
30,159,7,7,8,3,1,5.280612244897959,70,2.5
30,160,7,5,8,3,1,6.083756345177665,79,4
30,161,7,7,8,3,1,6.916243654822335,24,4
30,162,5,4,8,3,1,6.1914357682619645,19,4
30,163,7,6,7,3,1,6.5240506329113925,44,4
30,164,5,8,7,3,0,6.369509043927649,22,4
30,165,6,4,6,3,1,5.351706036745407,63,3
30,166,6,5,7,3,1,5.639896373056994,42,3
30,167,2,5,6,3,1,5.129675810473816,26,3
30,168,4,6,8,3,1,5.976744186046512,7,3
30,169,7,8,5,3,1,6.554430379746836,50,4
30,170,7,1,8,3,1,5.238341968911917,2,2
30,171,6,7,6,3,1,4.992307692307692,68,2
30,172,7,7,7,3,1,6.0997506234413965,51,4
30,173,7,6,8,3,1,5.493573264781491,3,3
30,174,4,2,4,3,1,5.077720207253886,72,2
30,175,7,5,4,3,1,5.394805194805195,67,3
30,176,8,5,7,4,1,6.370646766169155,56,4
30,177,8,4,8,4,1,5.493573264781491,3,3
30,178,8,3,6,4,1,5.129675810473816,26,3
30,179,7,6,8,4,1,5.750636132315521,55,3
30,180,7,7,7,4,1,6.987146529562982,38,4
30,181,7,3,7,4,1,5.539240506329114,20,3
30,182,7,5,7,4,1,6.83080808080808,15,4
30,183,7,2,8,4,1,5.280612244897959,70,2.5
30,184,7,5,8,4,1,5.414322250639386,18,3
30,185,7,5,8,4,1,7.012626262626263,64,4
30,186,7,6,5,4,1,5.959493670886076,4,3
30,187,7,6,7,4,1,6.5240506329113925,44,4
30,188,7,3,7,4,1,5.297709923664122,65,3
30,189,8,4,8,4,1,6.776623376623377,32,4
30,190,7,6,4,4,0,5.394805194805195,67,3
30,191,7,5,8,4,1,4.860759493670886,45,2
30,192,2,5,4,4,1,5.720698254364089,46,3
30,193,8,7,8,4,0,6.401496259351621,41,4
30,194,2,7,7,4,0,6.0997506234413965,51,4
30,195,5,4,7,4,1,5.285347043701799,23,3
30,196,7,6,8,4,1,7.17005076142132,35,4
30,197,7,5,8,4,0,6.916243654822335,24,4
30,198,7,5,7,4,0,6.01025641025641,43,3.5
30,199,7,5,5,4,0,6.554430379746836,50,4
30,200,7,5,8,4,0,7.017721518987342,14,4
30,201,4,7,4,4,1,5.147286821705427,57,2
30,202,2,2,5,4,0,5.529262086513995,10,3
30,203,2,6,1,4,1,4.245,66,1
30,204,7,4,7,4,1,5.235443037974684,30,3
30,205,7,5,7,4,0,6.369509043927649,22,4
30,206,5,4,8,4,1,5.976744186046512,7,3
30,207,7,3,8,4,0,6.083756345177665,79,4
30,208,5,6,8,4,0,5.238341968911917,2,2
30,209,7,4,NA,4,1,6.596899224806202,73,4
30,210,5,5,8,4,1,6.329177057356609,36,4
30,211,7,3,4,4,1,5.077720207253886,72,2
30,212,5,4,6,4,1,6.451776649746193,5,4
30,213,4,2,7,4,0,5.6640625,47,3
30,214,7,3,7,4,1,5.639896373056994,42,3
30,215,7,4,5,4,1,5.63681592039801,76,3
30,216,7,4,8,4,0,6.043701799485861,48,4
30,217,7,4,8,4,1,6.1914357682619645,19,4
30,218,7,5,8,4,1,6.839793281653747,27,4
30,219,7,3,7,4,0,6.183937823834197,77,4
30,220,5,4,8,4,1,5.3915211970074814,6,3
30,221,7,3,6,4,1,4.992307692307692,68,2
30,222,4,4,8,4,1,5.948586118251928,13,3
30,223,7,5,8,4,1,7.037878787878788,54,5
30,224,6,7,6,4,1,5.351706036745407,63,3
30,225,7,7,8,4,0,6.0648379052369075,71,4
30,226,7,6,8,4,1,7.175257731958763,53,5
30,227,7,6,8,4,0,7.159898477157361,40,4
30,228,5,5,8,4,1,6.5575,16,4
30,229,7,7,7,4,0,5.723076923076923,58,3
30,230,7,5,7,4,1,6.017456359102244,31,3
30,231,5,3,4,4,1,5.55440414507772,12,3
30,232,6,5,7,4,1,6.892768079800499,1,4
30,233,7,6,7,4,1,6.9104859335038364,8,4
31,1,4,8,5,1,1,5.750636132315521,55,3
31,2,1,5,3,1,0,5.238341968911917,2,2
31,3,6,6,8,1,1,6.043701799485861,48,4
31,4,5,8,6,1,1,5.948586118251928,13,3
31,5,8,6,6,1,1,6.5575,16,4
31,6,7,8,6,1,1,6.9104859335038364,8,4
31,7,7,8,6,1,0,6.916243654822335,24,4
31,8,8,2,8,1,1,6.0648379052369075,71,4
31,9,7,7,6,1,1,5.129675810473816,26,3
31,10,7,8,6,1,1,6.892768079800499,1,4
31,11,6,7,8,1,0,6.083756345177665,79,4
31,12,8,8,8,1,1,7.037878787878788,54,5
31,13,7,6,6,1,1,6.01025641025641,43,3.5
31,14,7,7,6,1,1,6.839793281653747,27,4
31,15,7,8,8,1,1,6.554430379746836,50,4
31,16,5,6,5,1,1,5.414322250639386,18,3
31,17,8,8,1,1,1,7.159898477157361,40,4
31,18,7,7,8,1,1,4.992307692307692,68,2
31,19,7,6,6,1,0,5.666666666666667,29,3
31,20,7,6,6,1,1,5.959493670886076,4,3
31,21,7,8,6,1,1,6.017456359102244,31,3
31,22,7,7,6,1,1,6.111392405063291,49,4
31,23,7,8,7,1,1,6.370646766169155,56,4
31,24,7,6,5,1,1,5.077720207253886,72,2
31,25,6,6,3,1,1,5.280612244897959,70,2.5
31,26,4,3,6,1,1,6.451776649746193,5,4
31,27,6,7,4,1,1,6.369509043927649,22,4
31,28,7,3,6,1,1,6.401496259351621,41,4
31,29,3,2,7,1,1,5.285347043701799,23,3
31,30,5,6,3,1,1,5.147286821705427,57,2
31,31,5,7,6,1,1,7.17005076142132,35,4
31,32,6,8,4,1,1,6.1914357682619645,19,4
31,33,4,7,1,1,1,6.329177057356609,36,4
31,34,7,2,8,1,1,6.0997506234413965,51,4
31,35,8,5,7,1,0,6.596899224806202,73,4
31,36,7,8,5,1,1,5.394805194805195,67,3
31,37,7,3,5,1,1,5.720698254364089,46,3
31,38,5,5,3,1,0,5.6640625,47,3
31,39,6,8,6,1,0,5.55440414507772,12,3
31,40,6,8,6,1,1,6.987146529562982,38,4
31,41,6,2,5,1,0,5.63681592039801,76,3
31,42,8,6,6,1,1,6.83080808080808,15,4
31,43,4,7,8,1,0,7.012626262626263,64,4
31,44,2,2,4,1,1,5.3915211970074814,6,3
31,45,7,8,6,1,0,5.297709923664122,65,3
31,46,4,8,4,1,1,6.776623376623377,32,4
31,47,6,4,8,1,1,5.723076923076923,58,3
31,48,6,2,5,1,0,4.860759493670886,45,2
31,49,7,8,2,1,1,5.639896373056994,42,3
31,50,7,8,8,1,1,6.5240506329113925,44,4
31,51,7,6,4,1,1,5.539240506329114,20,3
31,52,4,3,6,1,1,4.245,66,1
31,53,5,6,6,1,0,7.017721518987342,14,4
31,54,6,6,6,1,1,5.976744186046512,7,3
31,55,7,4,6,1,0,5.493573264781491,3,3
31,56,4,8,6,1,1,5.529262086513995,10,3
31,57,8,8,8,1,1,7.175257731958763,53,5
31,58,8,8,8,1,1,6.183937823834197,77,4
31,59,5,5,5,1,1,5.351706036745407,63,3
31,60,5,8,4,1,1,5.235443037974684,30,3
31,61,7,3,5,2,0,5.63681592039801,76,3
31,62,7,6,8,2,1,6.554430379746836,50,4
31,63,8,7,8,2,1,6.183937823834197,77,4
31,64,7,6,6,2,0,6.839793281653747,27,4
31,65,7,4,6,2,1,5.55440414507772,12,3
31,66,6,3,6,2,0,4.245,66,1
31,67,6,4,4,2,1,6.369509043927649,22,4
31,68,6,7,4,2,0,6.776623376623377,32,4
31,69,5,6,2,2,1,5.639896373056994,42,3
31,70,3,6,6,2,1,5.297709923664122,65,3
31,71,3,8,6,2,1,6.451776649746193,5,4
31,72,6,4,3,2,1,5.280612244897959,70,2.5
31,73,7,7,6,2,1,6.5575,16,4
31,74,7,7,5,2,0,5.750636132315521,55,3
31,75,7,8,8,2,1,6.043701799485861,48,4
31,76,6,8,6,2,1,7.17005076142132,35,4
31,77,5,8,5,2,1,5.351706036745407,63,3
31,78,4,6,6,2,1,6.017456359102244,31,3
31,79,5,3,4,2,0,5.3915211970074814,6,3
31,80,7,8,8,2,1,6.0997506234413965,51,4
31,81,7,6,6,2,1,5.976744186046512,7,3
31,82,8,8,6,2,1,6.401496259351621,41,4
31,83,5,3,6,2,1,5.529262086513995,10,3
31,84,8,6,8,2,1,7.037878787878788,54,5
31,85,5,3,4,2,1,5.235443037974684,30,3
31,86,5,8,5,2,1,4.860759493670886,45,2
31,87,4,8,6,2,1,6.9104859335038364,8,4
31,88,7,8,8,2,1,6.083756345177665,79,4
31,89,7,8,7,2,1,6.596899224806202,73,4
31,90,5,3,4,2,1,5.539240506329114,20,3
31,91,7,8,8,2,1,5.723076923076923,58,3
31,92,7,7,8,2,1,4.992307692307692,68,2
31,93,8,7,6,2,1,6.916243654822335,24,4
31,94,5,1,5,2,1,5.414322250639386,18,3
31,95,8,8,1,2,1,7.159898477157361,40,4
31,96,7,8,6,2,1,5.493573264781491,3,3
31,97,6,4,1,2,1,6.329177057356609,36,4
31,98,8,3,3,2,1,5.147286821705427,57,2
31,99,5,7,3,2,1,5.6640625,47,3
31,100,8,8,8,2,0,7.175257731958763,53,5
